CustomerID,PhoneService,MultipleLines
7593-JNWRU,Yes,No
4588-YBNIB,Yes,No
1069-QJOEE,Yes,No
3336-JORSO,Yes,Yes
7799-DSEWS,Yes,No
8766-PAFNE,Yes,No
5315-CKEQK,Yes,Yes
3130-ICDUP,Yes,Yes
0820-FNRNX,Yes,Yes
0880-FVFWF,Yes,Yes
4611-ANLQC,No,No phone service
4213-HKBJO,Yes,Yes
2792-LSHWX,Yes,No
5028-GZLDO,Yes,No
0014-BMAQU,Yes,Yes
6861-XWTWQ,Yes,Yes
9018-PCIOK,Yes,No
4837-QUSFT,Yes,Yes
6877-TJMBR,Yes,No
9953-ZMKSM,Yes,Yes
0907-HQNTS,Yes,Yes
7665-NKLAV,No,No phone service
6769-DCQLI,Yes,No
2433-KMEAS,Yes,Yes
4391-LNRXK,Yes,No
8250-ZNGGW,Yes,No
2195-ZRVAX,Yes,No
3550-SAHFP,Yes,Yes
2011-TRQYE,No,No phone service
8562-GHPPI,Yes,No
5893-PYOLZ,Yes,No
4986-MXSFP,Yes,No
6131-FOYAS,Yes,Yes
3027-YNWZU,Yes,Yes
5609-IMCGG,Yes,Yes
4873-ILOLJ,Yes,No
4727-MCYZG,Yes,No
9481-WHGWY,Yes,No
2725-KXXWT,Yes,No
9565-DJPIB,Yes,Yes
4328-VUFWD,Yes,No
3301-LSLWQ,Yes,Yes
7473-ZBDSN,Yes,No
3166-PNEOF,Yes,Yes
5639-NTUPK,Yes,No
8780-YRMTT,No,No phone service
8348-HFYIV,No,No phone service
5140-FOMCQ,Yes,Yes
6242-SGYTS,Yes,Yes
8166-ORCHU,Yes,No
8414-OOEEL,Yes,No
8454-AATJP,Yes,Yes
6849-WLEYG,Yes,No
4659-NZRUF,Yes,Yes
4531-AUZNK,Yes,Yes
4191-XOVOM,Yes,Yes
2150-OEGBV,Yes,No
8429-XIBUM,Yes,Yes
1855-CFULU,Yes,No
4878-BUNFV,Yes,No
1872-EBWSC,Yes,No
2608-BHKFN,Yes,No
7026-YMSBE,Yes,No
7341-LXCAF,Yes,Yes
6997-UVGOX,Yes,No
9674-EHPPG,No,No phone service
9462-MJUAW,Yes,Yes
8128-YVJRG,Yes,Yes
5440-VHLUL,Yes,Yes
5781-BKHOP,Yes,Yes
4283-FUTGF,Yes,Yes
5213-TWWJU,Yes,No
1569-TTNYJ,Yes,Yes
8628-MFKAX,Yes,Yes
2397-BRLOM,Yes,No
7629-WIXZF,Yes,No
5445-GLVOT,Yes,No
3976-HXHCE,Yes,No
2466-NEJOJ,Yes,No
0254-KCJGT,Yes,Yes
5472-CVMDX,No,No phone service
6461-SZMCV,Yes,Yes
8150-QUDFX,Yes,No
9508-ILZDG,Yes,Yes
2346-DJQTB,No,No phone service
1697-LYYYX,Yes,No
1942-OQFRW,Yes,No
4749-VFKVB,Yes,Yes
9640-ZSLDC,Yes,No
4231-LZUYM,Yes,Yes
7598-UAASY,Yes,No
7938-OUHIO,Yes,No
8510-AWCXC,Yes,Yes
6128-AQBMT,No,No phone service
3594-BDSOA,Yes,No
0431-APWVY,Yes,No
5133-VRSAB,No,No phone service
5996-DAOQL,Yes,No
6838-YAUVY,Yes,Yes
0484-JPBRU,Yes,Yes
7883-ROJOC,Yes,No
0244-LGNFY,Yes,Yes
7274-CGTOD,No,No phone service
4295-YURET,Yes,No
3426-NIYYL,Yes,Yes
8225-BTJAU,Yes,No
4635-EJYPD,Yes,No
1866-ZSLJM,Yes,No
4636-TVXVG,Yes,No
4236-UJPWO,No,No phone service
9392-XBGTD,Yes,No
3387-VATUS,Yes,Yes
6402-SSEJG,No,No phone service
1143-NMNQJ,Yes,Yes
1169-SAOCL,Yes,Yes
1110-KYLGQ,Yes,Yes
9929-PLVPA,Yes,No
3518-PZXZQ,Yes,No
2371-JUNGC,Yes,No
7693-QPEFS,Yes,Yes
0924-BJCRC,Yes,Yes
5074-FBGHB,Yes,Yes
2351-BKRZW,Yes,No
4455-BFSPD,Yes,Yes
0415-MOSGF,Yes,No
1724-BQUHA,Yes,No
3948-KXDUF,Yes,Yes
2323-ARSVR,Yes,No
0815-MFZGM,Yes,No
4826-XTSOH,Yes,Yes
5480-XTFFL,Yes,No
8295-FHIVV,Yes,No
2495-INZWQ,No,No phone service
9086-YJYXS,Yes,Yes
1179-INLAT,Yes,No
7909-FIOIY,No,No phone service
4139-SUGLD,No,No phone service
6857-VWJDT,Yes,Yes
6351-SCJKT,No,No phone service
5468-BPMMO,Yes,No
5624-BQSSA,Yes,No
0197-PNKNK,Yes,Yes
2439-QKJUL,Yes,No
1194-SPVSP,Yes,No
9534-NSXEM,Yes,No
2408-WITXK,No,No phone service
8929-KSWIH,Yes,No
2250-IVBWA,Yes,No
1810-MVMAI,Yes,Yes
9506-UXUSK,Yes,No
1229-RCALF,Yes,Yes
3572-UOLYZ,Yes,Yes
1429-UYJSV,Yes,No
5577-OTWWW,Yes,No
6100-QQHEB,Yes,Yes
6366-XIVKZ,Yes,No
3470-OBUET,Yes,Yes
2770-NSVDG,No,No phone service
9375-MHRRS,Yes,No
2634-HCZGT,Yes,Yes
7503-QQRVF,Yes,No
4860-YZGZM,Yes,No
6599-GZWCM,Yes,No
2691-NZETQ,Yes,Yes
4404-HIBDJ,Yes,No
5533-NHFRF,No,No phone service
7037-MTYVW,Yes,Yes
4760-THGOT,Yes,Yes
7295-JOMMD,Yes,No
4016-BJKTZ,Yes,Yes
6584-VQMYT,Yes,No
9838-BFCQT,Yes,Yes
2790-XUYMV,Yes,Yes
0581-MDMPW,Yes,Yes
5013-SBUIH,Yes,Yes
1023-BQXZE,Yes,No
9163-GHAYE,Yes,No
3904-UKFRE,Yes,Yes
5353-WILCI,Yes,No
0709-TVGUR,Yes,Yes
0058-EVZWM,Yes,Yes
6023-YEBUP,Yes,Yes
7209-JCUDS,Yes,No
7009-PCARS,Yes,No
0519-DRGTI,Yes,No
1017-FBQMM,Yes,Yes
3001-CBHLQ,Yes,Yes
1985-MBRYP,Yes,No
6158-DWPZT,No,No phone service
9372-TXXPS,Yes,No
3259-QMXUN,Yes,Yes
1015-JPFYW,Yes,No
6645-MXQJT,Yes,No
4360-QRAVE,No,No phone service
8433-WPJTV,Yes,Yes
5804-JMYIO,Yes,No
3763-GCZHZ,Yes,Yes
6484-LATFU,Yes,Yes
7599-NTMDP,No,No phone service
0772-GYEQQ,Yes,No
0536-ACXIP,Yes,Yes
0936-NQLJU,Yes,No
4831-EOBFE,Yes,No
1575-KRZZE,Yes,No
3251-YMVWZ,Yes,Yes
4102-OQUPX,Yes,Yes
9170-GYZJC,Yes,Yes
4884-LEVMQ,Yes,No
8857-CUPFQ,Yes,No
7610-TVOPG,Yes,Yes
3638-DIMPH,Yes,No
1845-ZLLIG,Yes,No
8559-WNQZS,Yes,No
3999-QGRJH,Yes,No
1699-UOTXU,Yes,No
2454-RPBRZ,Yes,Yes
0635-WKOLD,Yes,Yes
5993-JSUWV,Yes,No
4518-FZBSX,Yes,No
5387-ASZNZ,Yes,Yes
6988-CJEYV,Yes,Yes
2002-MZHWP,Yes,No
3097-FQTVJ,Yes,No
5465-BUBFA,Yes,No
7299-GNVPL,Yes,No
9743-DQKQW,No,No phone service
1215-VFYVK,No,No phone service
9371-BITHB,Yes,No
2265-CYWIV,Yes,Yes
9093-FPDLG,Yes,No
0541-FITGH,Yes,No
6985-HAYWX,Yes,Yes
7508-KBIMB,Yes,No
6838-HVLXG,Yes,No
2277-DJJDL,Yes,Yes
1897-OKVMW,Yes,Yes
5485-ITNPC,Yes,No
0233-FTHAV,Yes,Yes
4644-PIZRT,Yes,Yes
8922-NPKBJ,Yes,No
2740-TVLFN,Yes,Yes
7771-CFQRQ,Yes,No
9512-PHSMG,Yes,No
6963-EZQEE,Yes,Yes
2452-KDRRH,Yes,Yes
2004-OCQXK,Yes,No
5027-QPKTE,Yes,No
4146-SVFUD,Yes,No
1564-HJUVY,Yes,No
3617-XLSGQ,Yes,Yes
7517-LDMPS,Yes,No
7244-KXYZN,Yes,No
5226-NOZFC,Yes,No
2672-HUYVI,Yes,No
1400-WIVLL,Yes,Yes
7508-MYBOG,Yes,Yes
8148-NLEGT,Yes,Yes
0148-DCDOS,Yes,Yes
8347-GDTMP,Yes,No
9992-RRAMN,Yes,Yes
6746-WAUWT,Yes,No
0310-MVLET,Yes,Yes
0428-IKYCP,Yes,No
4550-VBOFE,Yes,Yes
2187-PKZAY,Yes,No
4003-OCTMP,Yes,No
6652-YFFJO,Yes,No
7225-IILWY,Yes,Yes
5248-RPYWW,Yes,Yes
7923-IYJWY,Yes,Yes
3170-GWYKC,Yes,No
5696-QURRL,Yes,No
7409-KIUTL,Yes,No
9830-ECLEN,No,No phone service
1732-VHUBQ,Yes,No
0495-RVCBF,Yes,No
2668-TZSPS,Yes,No
7854-EDSSA,Yes,Yes
8869-TORSS,Yes,No
7446-SFAOA,Yes,No
9522-ZSINC,Yes,No
8234-GSZYK,Yes,Yes
6505-OZNPG,No,No phone service
6164-HAQTX,No,No phone service
0679-IDSTG,Yes,No
7765-LWVVH,Yes,Yes
1658-TJVOA,Yes,No
0953-LGOVU,No,No phone service
2115-BFTIW,Yes,No
4692-NNQRU,Yes,No
7742-MYPGI,Yes,No
0611-DFXKO,Yes,No
7780-OTDSO,Yes,Yes
9619-GSATL,Yes,No
5622-UEJFI,Yes,Yes
9747-DDZOS,Yes,No
0674-DGMAQ,Yes,Yes
6203-HBZPA,No,No phone service
0484-FFVBJ,Yes,No
0301-FIDRB,No,No phone service
4139-JPIAM,No,No phone service
2181-TIDSV,Yes,No
2761-XECQW,No,No phone service
1936-CZAKF,No,No phone service
9453-PATOS,Yes,No
0564-JJHGS,Yes,Yes
3348-CFRNX,Yes,No
4402-FTBXC,Yes,No
1428-GTBJJ,Yes,No
2931-XIQBR,Yes,No
0106-UGRDO,Yes,Yes
5542-TBBWB,Yes,No
1930-QPBVZ,Yes,No
2606-PKWJB,No,No phone service
5322-ZSMZY,Yes,Yes
8059-UDZFY,Yes,Yes
7740-BTPUX,Yes,Yes
5220-AGAAX,Yes,Yes
0208-BPQEJ,Yes,No
9435-JMLSX,Yes,No
3352-ALMCK,Yes,Yes
5312-IRCFR,Yes,Yes
5294-IMHHT,Yes,Yes
8802-UNOJF,Yes,No
6313-GIDIT,No,No phone service
6176-YJWAS,Yes,Yes
5310-NOOVA,Yes,No
4526-EXKKN,Yes,Yes
5311-IHLEI,No,No phone service
3987-KQDDU,Yes,No
3404-JNXAX,Yes,Yes
5131-PONJI,Yes,No
2845-AFFTX,Yes,Yes
3489-VSFRD,Yes,No
3345-JHUEO,Yes,No
5815-HGGHV,Yes,No
5260-UMPWX,Yes,No
2249-YPRNG,Yes,Yes
7410-YTJIK,Yes,Yes
4626-GYCZP,Yes,Yes
5649-RXQTV,Yes,No
2674-MIAHT,Yes,Yes
2576-HXMPA,Yes,No
7587-AOVVU,Yes,Yes
5590-BYNII,Yes,Yes
6898-MDLZW,Yes,No
3237-AJGEH,No,No phone service
4707-YNOQA,Yes,Yes
9357-UJRUN,Yes,Yes
1591-NFNLQ,Yes,Yes
8648-PFRMP,No,No phone service
7663-CUXZB,Yes,Yes
0258-NOKBL,Yes,No
1163-VIPRI,Yes,Yes
2815-CPTUL,Yes,No
9348-ROUAI,Yes,Yes
9443-JUBUO,No,No phone service
0596-BQCEQ,Yes,No
1481-ZUWZA,Yes,Yes
3043-TYBNO,Yes,No
4830-FAXFM,Yes,Yes
5906-BFOZT,Yes,No
2960-NKRSO,Yes,No
8996-ZROXE,Yes,No
5598-IKHQQ,Yes,Yes
0397-ZXWQF,Yes,No
5266-PFRQK,Yes,No
4674-HGNUA,Yes,Yes
6765-MBQNU,Yes,Yes
9786-IJYDL,Yes,Yes
1303-SRDOK,Yes,No
3769-MHZNV,Yes,No
6295-OSINB,Yes,Yes
3308-MHOOC,Yes,No
2309-OSFEU,No,No phone service
2207-QPJED,Yes,No
4177-JPDFU,No,No phone service
2239-CFOUJ,Yes,No
8046-DNVTL,No,No phone service
2209-XADXF,No,No phone service
6620-JDYNW,Yes,Yes
1891-FZYSA,Yes,Yes
4770-UEZOX,Yes,No
1038-RQOST,Yes,No
7613-LLQFO,Yes,Yes
4568-TTZRT,Yes,No
9513-DXHDA,Yes,No
2640-PMGFL,Yes,Yes
3801-HMYNL,Yes,No
0516-QREYC,Yes,No
9685-WKZGT,Yes,Yes
6022-UGGSO,Yes,No
8084-OIVBS,Yes,No
8896-BQTTI,Yes,Yes
3865-QBWSJ,Yes,Yes
3352-RICWQ,Yes,No
2160-GPFXD,Yes,Yes
2065-MMKGR,Yes,Yes
5857-TYBCJ,Yes,Yes
1498-NHTLT,Yes,No
4484-CGXFK,Yes,No
1402-PTHGN,Yes,No
4176-RELJR,Yes,Yes
6214-EDAKZ,Yes,No
5199-FPUSP,No,No phone service
6377-KSLXC,Yes,No
1796-JANOW,Yes,No
0238-WHBIQ,Yes,Yes
8735-NBLWT,Yes,No
6651-RLGGM,Yes,Yes
6127-ISGTU,Yes,Yes
1614-JBEBI,Yes,No
8740-XLHDR,No,No phone service
1208-DNHLN,Yes,Yes
1761-AEZZR,Yes,No
3923-CSIHK,Yes,No
5696-EXCYS,Yes,No
5795-KTGUD,Yes,Yes
7120-RFMVS,Yes,Yes
7924-GJZFI,Yes,No
4702-HDRKD,No,No phone service
8512-WIWYV,Yes,No
5897-ZYEKH,Yes,Yes
5456-ITGIC,No,No phone service
7317-GGVPB,Yes,Yes
1406-PUQVY,Yes,No
1322-AGOQM,No,No phone service
3677-IYRBF,No,No phone service
5692-FPTAH,Yes,No
9114-AAFQH,Yes,No
8715-KKTFG,Yes,Yes
1550-LOAHA,Yes,No
1728-BQDMA,Yes,No
0268-QKIWO,Yes,No
0876-WDUUZ,Yes,No
5117-ZSMHQ,Yes,Yes
5151-HQRDG,Yes,Yes
0960-HUWBM,Yes,Yes
6465-GSRCL,Yes,Yes
0617-FHSGK,Yes,Yes
0263-FJTQO,Yes,Yes
7319-ZNRTR,Yes,No
2858-MOFSQ,Yes,Yes
7503-EPSZW,Yes,Yes
7089-XXAYG,No,No phone service
8118-LSUEL,Yes,Yes
8070-AAWZP,No,No phone service
1666-JXLKU,Yes,Yes
7855-DIWPO,Yes,No
5133-POWUA,Yes,No
5652-MSDEY,Yes,Yes
7005-CCBKV,Yes,No
1810-BOHSY,Yes,Yes
1784-BXEFA,Yes,No
7351-MHQVU,No,No phone service
9224-VTYID,Yes,Yes
9500-IWPXQ,Yes,Yes
5762-TJXGK,No,No phone service
4504-YOULA,Yes,Yes
5569-IDSEY,Yes,Yes
4250-FDVOU,Yes,No
7284-ZZLOH,Yes,No
5277-ZLOOR,Yes,Yes
2141-RRYGO,Yes,No
1777-JYQPJ,No,No phone service
6376-GAHQE,Yes,No
3401-URHDA,Yes,Yes
1599-EAHXY,Yes,Yes
8631-XVRZL,Yes,No
5052-PNLOS,Yes,Yes
3853-LYGAM,Yes,Yes
6979-ZNSFF,Yes,Yes
5751-USDBL,Yes,No
5680-LQOGP,Yes,No
2386-LAHRK,Yes,No
8189-DUKMV,Yes,No
6032-IGALN,No,No phone service
9931-DCEZH,Yes,No
1898-JSNDC,Yes,No
0315-LVCRK,Yes,No
3911-RSNHI,No,No phone service
2410-CIYFZ,Yes,No
4248-HCETZ,Yes,No
5505-OVWQW,Yes,No
7271-AJDTL,Yes,Yes
1867-TJHTS,Yes,Yes
0516-WJVXC,Yes,No
9174-FKWZE,Yes,No
6860-YRJZP,Yes,Yes
4429-WYGFR,Yes,No
2817-LVCPP,Yes,No
5038-ETMLM,Yes,Yes
5056-FIMPT,Yes,No
4521-WFJAI,Yes,Yes
6569-KTMDU,Yes,No
8809-RIHDD,Yes,Yes
8809-XKHMD,Yes,Yes
0396-YCHWO,Yes,Yes
0867-LDTTC,Yes,No
4822-NGOCH,Yes,Yes
9391-DXGGG,Yes,No
9844-FELAJ,Yes,Yes
2122-SZZZD,Yes,No
5307-DZCVC,Yes,Yes
3148-AOIQT,Yes,Yes
8679-JOEVF,Yes,No
8395-ETZKQ,Yes,No
6692-YQHXC,Yes,No
3889-VWBID,Yes,No
5222-JCXZT,Yes,No
9754-CLVZW,No,No phone service
1432-FPAXX,No,No phone service
2739-CCZMB,Yes,No
7080-TNUWP,Yes,Yes
0496-AHOOK,Yes,No
8336-TAVKX,Yes,Yes
2468-SJFLM,Yes,No
3181-VTHOE,No,No phone service
7168-HDQHG,Yes,No
4803-AXVYP,Yes,Yes
3884-HCSWG,Yes,No
4567-AKPIA,Yes,Yes
5077-DXTCG,Yes,No
1142-WACZW,No,No phone service
7901-HXJVA,Yes,No
5649-ANRML,Yes,No
4892-VLANZ,Yes,No
5924-IFQTT,Yes,Yes
7968-QUXNS,Yes,No
2919-HBCJO,Yes,No
4236-XPXAV,Yes,No
8903-WMRNW,Yes,No
2452-SNHFZ,Yes,No
3629-WEAAM,Yes,No
6029-CSMJE,No,No phone service
7993-NQLJE,Yes,No
9909-DFRJA,Yes,No
9099-FTUHS,Yes,Yes
0581-BXBUB,Yes,No
4962-CHQPW,Yes,No
9467-ROOLM,Yes,No
3030-YZADT,Yes,No
7410-KTVFV,Yes,No
5150-ITWWB,Yes,Yes
2253-KPMNB,No,No phone service
1345-ZUKID,Yes,No
6429-SHBCB,Yes,Yes
9281-OFDMF,Yes,Yes
2603-HVKCG,Yes,No
1834-WULEG,Yes,No
9097-ZUBYC,Yes,No
5148-ORICT,Yes,No
4893-GYUJU,Yes,No
4578-PHJYZ,Yes,No
7272-QDCKA,Yes,Yes
8908-SLFCJ,Yes,No
8393-DLHGA,Yes,No
9766-HGEDE,Yes,No
6968-MHOMU,No,No phone service
7395-IGJOS,Yes,No
5044-XDPYX,Yes,Yes
1814-WFGVS,No,No phone service
2834-SPCJV,Yes,No
3721-WKIIL,Yes,No
6734-CKRSM,Yes,No
1265-ZFOSD,Yes,Yes
6568-POCUI,Yes,No
7890-VYYWG,No,No phone service
5197-LQXXH,Yes,Yes
9907-SWKKF,No,No phone service
3457-PQBYH,Yes,No
7682-AZNDK,Yes,No
0587-DMGBH,Yes,No
5384-ZTTWP,Yes,No
3745-HRPHI,No,No phone service
7636-OWBPG,No,No phone service
1231-YNDEK,Yes,No
1407-DIGZV,Yes,No
6397-JNZZG,No,No phone service
0570-BFQHT,Yes,No
4393-OBCRR,Yes,No
3523-QRQLL,Yes,No
8564-LDKFL,Yes,Yes
3696-DFHHB,Yes,Yes
0895-DQHEW,Yes,Yes
4717-GHADL,Yes,Yes
5501-TVMGM,Yes,No
5879-HMFFH,Yes,Yes
6772-WFQRD,Yes,No
3810-DVDQQ,Yes,Yes
6972-SNKKW,Yes,No
3694-GLTJM,Yes,No
8550-XSXUQ,Yes,Yes
8149-RSOUN,Yes,Yes
9055-MOJJJ,Yes,No
4359-INNWN,Yes,No
0585-EGDDA,Yes,No
4032-RMHCI,No,No phone service
0549-CYCQN,Yes,Yes
3481-JHUZH,Yes,Yes
7250-EQKIY,Yes,No
3594-IVHJZ,Yes,No
6869-FGJJC,Yes,No
3896-ZVNET,Yes,Yes
8205-VSLRB,Yes,Yes
5960-MVTUK,No,No phone service
6817-WTYHE,Yes,No
3082-VQXNH,No,No phone service
4013-UBXWQ,Yes,Yes
4931-TRZWN,Yes,No
0750-EKNGL,Yes,No
7669-LCRSD,Yes,No
3567-PQTSO,Yes,Yes
5519-NPHVG,Yes,Yes
8043-PNYSD,Yes,No
9938-EKRGF,Yes,No
2703-AMTUL,Yes,No
0928-JMXNP,No,No phone service
8173-RXAYP,Yes,No
4825-XJGDM,No,No phone service
5402-HTOTQ,Yes,Yes
6734-JDTTV,Yes,No
7850-THJMU,Yes,No
3890-RTCMS,Yes,No
8849-GYOKR,Yes,Yes
3148-BLQJT,Yes,No
3717-FDJFU,Yes,No
3665-JATSN,No,No phone service
7966-YOTQW,Yes,Yes
0461-CVKMU,Yes,No
8806-EAGWC,Yes,No
8853-TZDGH,Yes,Yes
7779-LGOVN,Yes,Yes
4324-BZCKL,Yes,No
6924-TDGMT,Yes,No
9710-ZUSHQ,Yes,Yes
1536-YHDOE,Yes,Yes
8123-QBNAZ,Yes,Yes
3629-ZNKXA,Yes,No
4827-LTQRJ,Yes,Yes
7711-YIJWC,Yes,No
5482-VXSXJ,Yes,No
7365-BVCJH,No,No phone service
9620-ENEJV,Yes,No
4183-WCSEP,Yes,No
2378-YIZKA,Yes,No
5498-TXHLF,Yes,Yes
0689-DSXGL,Yes,No
6818-DJXAA,Yes,No
9722-UJOJR,Yes,No
0464-WJTKO,Yes,No
8902-ZEOVF,Yes,No
6778-EICRF,Yes,Yes
2662-NNTDK,Yes,Yes
4132-KALRO,Yes,Yes
3902-FOIGH,Yes,Yes
6772-KSATR,Yes,Yes
7112-OPOTK,Yes,No
2874-YXVVA,Yes,No
1245-HARPS,Yes,No
4210-QFJMF,Yes,No
4323-ELYYB,Yes,No
4293-ETKAP,Yes,Yes
6064-PUPMC,Yes,No
6504-VBLFL,Yes,No
6322-PJJDJ,Yes,No
0330-BGYZE,Yes,Yes
1085-LDWAM,Yes,No
7586-ZATGZ,Yes,Yes
7197-VOJMM,Yes,No
3318-OSATS,Yes,Yes
5828-AVIPD,Yes,Yes
1843-TLSGD,Yes,No
9626-VFRGG,Yes,Yes
7075-BNDVQ,No,No phone service
9143-CANJF,Yes,No
7284-BUYEC,No,No phone service
2041-JIJCI,Yes,Yes
1086-LXKFY,Yes,No
4900-MSOMT,Yes,Yes
2229-VWQJH,Yes,No
9194-GFVOI,Yes,Yes
1336-EZFZY,Yes,No
4282-MSACW,Yes,Yes
1403-LKLIK,Yes,No
2636-ALXXZ,Yes,No
7774-OJSXI,Yes,Yes
7786-WBJYI,Yes,Yes
0136-IFMYD,Yes,Yes
5144-TVGLP,Yes,Yes
9643-AVVWI,Yes,No
0253-ZTEOB,Yes,Yes
2706-QZIHY,Yes,Yes
6061-PQHMK,Yes,No
9885-CSMWE,Yes,No
6137-MFAJN,No,No phone service
9122-UMROB,Yes,No
4232-JGKIY,Yes,No
2402-TAIRZ,Yes,No
9659-ZTWSM,Yes,Yes
9139-TWBAS,No,No phone service
6685-GBWJZ,Yes,No
5016-ETTFF,No,No phone service
3866-MDTUB,Yes,No
2195-VVRJF,Yes,No
3913-RDSJZ,Yes,Yes
8058-JMEQO,Yes,Yes
4203-QGNZA,Yes,No
5043-TRZWM,Yes,No
0697-ZMSWS,Yes,Yes
7657-DYEPJ,Yes,No
9494-BDNNC,Yes,Yes
1640-PLFMP,Yes,No
5366-OBVMR,Yes,No
8276-MQBYC,Yes,Yes
7644-OMVMY,Yes,No
7593-XFKDI,Yes,No
4573-JKNAE,Yes,No
0337-CNPZE,Yes,Yes
9817-APLHW,Yes,Yes
8380-MQINP,Yes,No
0840-DFEZH,Yes,Yes
1513-XNPPH,Yes,No
8690-ZVLCL,Yes,Yes
6015-VVHHE,Yes,Yes
1125-SNVCK,Yes,No
0384-LPITE,No,No phone service
4616-EWBNJ,Yes,No
6347-DCUIK,Yes,Yes
1335-HQMKX,Yes,Yes
2545-EBUPK,Yes,Yes
6923-AQONU,Yes,No
2172-EJXVF,Yes,Yes
0897-FEGMU,Yes,Yes
7663-RGWBC,Yes,No
1120-BMWUB,Yes,No
9124-LHCJQ,Yes,Yes
4536-PLEQY,Yes,No
7029-IJEJK,No,No phone service
8871-JLMHM,Yes,Yes
2235-ZGKPT,Yes,Yes
3891-PUQOD,Yes,No
5447-VYTKW,Yes,No
3623-FQBOX,Yes,No
0689-NKYLF,Yes,No
8659-HDIYE,Yes,Yes
3658-KIBGF,Yes,No
3474-BAFSJ,No,No phone service
5519-YLDGW,Yes,Yes
3865-ZFZIB,Yes,No
1855-AGAWH,Yes,No
7109-CQYUZ,Yes,Yes
1370-GGAWX,Yes,Yes
4680-KUTAJ,Yes,Yes
5307-UVGNB,No,No phone service
4946-EDSEW,Yes,No
2883-ILGWO,Yes,Yes
2516-VQRRV,Yes,Yes
7580-UGXNC,Yes,No
3642-BYHDO,Yes,No
9629-NHXFW,Yes,No
2696-RZVZW,Yes,Yes
5766-FTRTS,Yes,No
0396-HUJBP,Yes,No
5178-LMXOP,Yes,Yes
8879-ZKJOF,Yes,No
6285-FTQBF,Yes,Yes
8185-UPYBR,Yes,Yes
4585-HETAI,Yes,No
7526-BEZQB,Yes,Yes
1474-JUWSM,Yes,Yes
3530-CRZSB,Yes,No
8498-XXGWA,Yes,No
9617-INGJY,Yes,No
0621-TSSMU,Yes,No
7234-KMNRQ,Yes,No
7636-PEPNS,Yes,No
4683-WYDOU,Yes,Yes
9052-DHNKM,Yes,Yes
6794-HKIAJ,Yes,Yes
5578-NKCXI,Yes,No
1642-HMARX,Yes,Yes
3096-WPXBT,Yes,Yes
8434-PNQZX,Yes,Yes
5950-AAAGJ,Yes,Yes
4299-OPXEJ,Yes,No
4951-UKAAQ,Yes,Yes
9618-LFJRU,Yes,No
6693-DJWTY,Yes,No
0744-GKNGE,Yes,Yes
6447-EGDIV,Yes,No
1167-OYZJF,Yes,No
2108-YKQTY,Yes,No
4806-DXQCE,Yes,Yes
4918-QLLIW,Yes,No
7056-IMHCC,Yes,Yes
4854-SSLTN,Yes,No
5294-DMSFH,Yes,No
4837-PZTIC,No,No phone service
1625-JAIIY,Yes,Yes
0603-OLQDC,Yes,No
3272-VUHPV,Yes,No
4176-FXYBO,Yes,Yes
1063-DHQJF,Yes,No
8663-UPDGF,Yes,Yes
6719-FGEDO,Yes,Yes
1837-YQUCE,No,No phone service
2947-DOMLJ,Yes,No
4112-LUEIZ,Yes,No
0369-ZGOVK,Yes,No
4510-HIMLV,Yes,No
9919-KNPOO,Yes,Yes
8749-JMNKX,Yes,Yes
7872-BAAZR,Yes,No
9391-LMANN,Yes,No
2430-USGXP,Yes,Yes
8174-TBVCF,Yes,Yes
1698-XFZCI,Yes,Yes
1877-HKBQX,Yes,No
4450-DLLMH,Yes,No
0428-AXXLJ,Yes,No
2746-DIJLO,Yes,Yes
5955-ERIHD,Yes,Yes
0917-EZOLA,Yes,Yes
3508-VLHCZ,Yes,Yes
4086-ATNFV,Yes,No
0468-YRPXN,Yes,No
5996-NRVXR,Yes,No
3739-YBWAB,No,No phone service
7047-FWEYA,Yes,Yes
2000-MPKCA,Yes,Yes
9762-YAQAA,Yes,Yes
5949-EBSQK,Yes,No
5473-KHBPS,Yes,Yes
0100-DUVFC,Yes,Yes
5397-TUPSH,Yes,No
8950-MTZNV,Yes,No
0326-VDYXE,Yes,Yes
6773-LQTVT,No,No phone service
7274-RTAPZ,Yes,No
0436-TWFFZ,Yes,Yes
8566-YPRGL,Yes,No
0311-UNPFF,Yes,No
6609-MXJHJ,Yes,Yes
2669-OIDSD,Yes,No
8400-WZICQ,Yes,No
3834-XUIFC,Yes,Yes
9576-SYUHJ,Yes,Yes
0410-IPFTY,Yes,No
2831-EBWRN,Yes,No
9430-NKQLY,Yes,Yes
8414-MYSHR,Yes,No
0247-SLUJI,Yes,No
9402-ORRAH,Yes,No
6483-OATDN,Yes,No
1293-HHSHJ,Yes,No
4840-ORQXB,Yes,Yes
7599-FKVXZ,Yes,Yes
3982-DQLUS,Yes,Yes
8610-ZIKJJ,Yes,No
3756-VNWDH,Yes,Yes
7801-KICAO,Yes,Yes
7673-LPRNY,Yes,Yes
8229-TNIQA,Yes,No
6060-QBMGV,Yes,No
7339-POGZN,Yes,Yes
2828-SLQPF,Yes,No
4465-VDKIQ,Yes,No
2921-XWDJH,Yes,No
6221-AVQYL,Yes,Yes
2558-BUOZZ,Yes,Yes
9257-AZMTZ,Yes,No
0003-MKNFE,Yes,Yes
0975-UYDTX,Yes,Yes
7743-EXURX,Yes,No
4682-BLBUC,Yes,No
0975-VOOVL,No,No phone service
