CustomerID,MonthlyCharges,TotalCharges
9101-NTIXF,19.4,50.6
0013-SMEOE,109.7,7904.25
9314-QDMDW,61.25,729.95
9308-ANMVE,55.3,2654.05
2884-GBPFB,70.3,2416.55
3757-NJYBX,106.35,3520.75
3413-DHLPB,103.75,5969.95
7649-PHJVR,19.5,226.8
6114-TCFID,39.5,1082.75
3787-TRIAL,26.05,565.75
2573-GYRUU,91.05,4370.75
5156-UMKOW,29.65,90.05
1247-QBVSH,50.2,2169.4
6734-GMPVK,105.3,550.6
9822-OAOVB,55.45,55.45
6161-ERDGD,85.45,6300.85
1226-JZNKR,19.8,160.05
7318-EIVKO,59.25,436.6
3771-PZOBW,90.7,1781.35
5136-KCKGI,103.7,3467.0
8231-BSWXX,79.05,5552.5
6486-LHTMA,90.7,2835.5
4083-BFNYK,95.0,3591.25
3722-WPXTK,88.35,88.35
7389-KBFIT,30.25,63.75
7176-WIONM,49.85,617.15
5141-ZUVBH,93.0,870.25
1089-HDMKP,54.55,601.25
7623-HKYRK,19.7,111.65
0310-SUCIN,84.8,6046.1
5197-PYEPU,94.45,3923.8
2929-ERCFZ,94.2,777.3
7548-SEPYI,96.25,512.45
8835-VSDSE,70.7,141.45
6619-RPLQZ,20.85,892.15
3275-RHRNE,60.0,1682.05
3503-TYDAY,80.45,3398.9
6901-GOGZG,84.95,4984.85
1623-NLDOT,33.55,1445.3
7021-XSNYE,49.65,305.55
9621-OUPYD,20.2,507.9
9898-KZQDZ,94.55,3640.45
8982-NHAVY,100.5,2673.45
4307-KWMXE,35.75,389.8
0141-YEAYS,86.45,2401.05
2450-ZKEED,53.8,651.55
3694-DELSO,38.55,156.1
3893-JRNFS,39.9,2796.35
9603-OAIHC,70.05,70.05
1133-KXCGE,20.1,407.05
5236-PERKL,112.95,6465.0
0142-GVYSN,20.3,511.25
1049-FYSYG,35.65,646.05
7854-FOKSF,35.9,35.9
2519-FAKOD,99.25,3777.15
8406-LNMHF,82.95,4903.15
1821-BUCWY,55.65,1653.85
8263-JQAIK,24.45,47.5
0023-UYUPN,25.2,1306.3
8314-DPQHL,50.8,463.6
1465-WCZVT,19.65,60.65
9481-SFCQY,59.8,824.85
6360-SVNWV,73.55,2094.65
0567-GGCAC,61.4,438.9
7089-IVVAZ,103.35,847.3
8884-MRNSU,19.9,329.75
2171-UDMFD,19.45,674.55
9050-IKDZA,81.5,162.55
2205-YMZZJ,84.8,546.95
9802-CAQUT,109.55,7887.25
1254-IZEYF,99.95,3186.65
0187-WZNAB,74.4,1972.35
9492-TOKRI,90.0,1527.35
1475-VWVDO,74.9,490.55
9221-OTIVJ,104.85,1531.4
1357-MVDOZ,59.65,683.25
7602-MVRMB,110.45,8058.85
3325-FUYCG,106.1,2847.4
5908-QMGOE,74.2,1133.9
1197-BVMVG,74.45,294.45
5406-KGRMX,24.55,1719.15
8481-YYXWG,89.35,461.7
5968-HYJRZ,24.55,1160.45
5198-EFNBM,90.65,5199.8
7516-GMHUV,105.05,5163.3
7140-ADSMJ,20.45,162.3
2230-XTUWL,19.55,883.35
7706-YLMQA,19.7,1341.5
2585-KTFRE,70.45,70.45
7994-UYIVZ,85.65,659.45
2609-IAICY,77.15,77.15
1740-CSDJP,35.25,35.25
7717-BICXI,20.55,1205.05
6559-RAKOZ,97.95,4917.9
2636-OHFMN,48.55,201.0
4716-MRVEN,20.0,599.3
2143-LJULT,25.25,1733.15
1323-OOEPC,98.4,5149.5
3200-MNQTF,70.9,4677.1
6164-HXUGH,19.85,119.3
5630-IXDXV,106.35,4849.1
0320-DWVTU,99.5,5424.25
9135-MGVPY,84.7,5878.9
1212-GLHMD,86.05,244.85
7878-JGDKK,44.55,220.75
1088-AUUZZ,75.85,4261.2
0397-GZBBC,93.85,5574.75
6614-YWYSC,25.0,1501.75
9588-OZDMQ,45.0,89.75
7641-EUYET,100.7,4541.2
6476-EPYZR,20.5,255.5
9921-ZVRHG,80.45,1072.0
1174-FGIFN,90.45,2509.25
6620-HVDUJ,60.45,1440.75
4701-MLJPN,55.25,1715.65
1032-MAELW,78.45,5333.35
7641-TQFHN,100.55,3895.35
1552-TKMXS,20.35,869.9
9206-GVPEQ,54.45,706.85
8622-ZLFKO,90.75,512.25
1596-BBVTG,75.35,2636.05
6188-UXBBR,20.25,814.75
2333-KWEWW,20.05,388.6
5702-SKUOB,19.6,93.45
1134-YWTYF,53.8,1389.85
6061-GWWAV,70.2,2894.55
0679-TDGAK,75.5,4025.6
6585-WCEWR,20.35,1354.4
9067-YGSCA,26.05,1856.4
9067-SQTNS,20.6,926.0
8433-WXGNA,75.7,189.2
1776-SPBWV,20.1,682.1
8735-SDUFN,24.3,1778.7
9668-PUGNU,24.5,1816.2
9405-GPBBG,110.5,7069.25
1926-QUZNN,25.25,1841.2
3707-GNWHM,74.25,74.25
7016-NVRIC,90.1,2656.7
5829-NVSQN,68.75,1689.45
9565-AXSMR,19.2,1054.75
8922-LIEGH,89.7,2187.55
8869-LIHMK,115.1,7334.05
8245-UMPYT,96.4,1581.2
5186-SAMNZ,69.5,69.5
0447-RXSGD,99.65,2404.85
4927-WWOOZ,91.45,171.45
5788-YPOEG,84.75,2839.45
5373-SFODM,85.25,3132.75
0661-KBKPA,78.75,3942.45
9081-WWXKP,20.25,873.4
0784-ZQJZX,19.9,1529.65
3133-PZNSR,97.75,6991.6
5766-ZJYBB,19.4,19.4
8931-GJJIQ,83.3,803.3
4277-PVRAN,80.1,679.3
0022-TCJCI,62.7,2791.5
0722-SVSFK,100.4,715.0
3612-YVGSJ,24.45,1681.6
9825-YCXWZ,101.1,4016.2
5397-NSKQG,50.9,3281.65
8565-HBFNN,107.2,7317.1
2000-DHJUY,92.2,6474.45
0203-HHYIJ,25.3,676.35
8670-ERCJH,113.4,8164.1
7758-UJWYS,40.55,1325.85
2050-ONYDQ,26.0,1654.85
7055-JCGNI,111.95,7795.95
0739-UUAJR,53.8,3952.45
4826-DXMUP,72.1,2495.15
0952-KMEEH,98.15,1230.25
7285-KLOTR,78.85,876.75
0654-PQKDW,70.75,4263.45
7175-NTIXE,76.15,1992.95
7963-SHNDT,39.1,1982.1
9796-BPKIW,69.95,562.7
0188-GWFLE,20.05,33.7
8129-GMVGI,20.05,1090.1
2882-DDZPG,19.45,227.45
3547-LQRIK,26.9,1250.85
9137-NOQKA,19.2,37.2
5843-TTHGI,50.0,892.7
1849-RJYIG,60.0,487.75
8868-GAGIO,84.55,3713.95
4061-UKJWL,45.45,141.7
5380-XPJNZ,20.05,678.2
8263-QMNTJ,115.55,8425.3
8178-EYZUO,93.7,4154.8
3230-JCNZS,99.0,7061.65
0277-ORXQS,50.55,3364.55
5130-IEKQT,105.95,2655.25
3230-WYKIR,82.0,1425.45
7996-BPXHY,25.0,332.5
3227-WLKLI,91.55,5963.95
0407-BDJKB,95.75,5742.9
2266-FUBDZ,19.35,278.85
8237-ULIXL,24.85,1871.85
9600-UDOPK,94.05,2866.45
8216-AZUUZ,100.4,4303.65
9153-BTBVV,25.0,1753.0
4074-SJFFA,54.75,54.75
3269-ATYWD,95.65,3759.05
5186-PEIZU,19.25,617.65
1074-AMIOH,108.25,5935.1
4910-GMJOT,94.6,94.6
0354-WYROK,98.9,2911.3
4361-FEBGN,20.15,982.95
7748-UMTRK,101.3,2974.5
0380-ZCSBI,20.0,198.7
7145-FEJWU,105.3,1275.65
6463-MVYRY,69.85,4003.0
3969-JQABI,65.25,3791.6
9624-EGDEQ,19.8,813.3
1051-EQPZR,19.6,780.25
5849-ASHZJ,20.05,552.9
5780-INQIK,49.4,408.25
7576-OYWBN,76.05,231.8
4526-ZJJTM,88.4,2191.15
8384-FZBJK,100.6,5611.7
3750-RNQKR,19.45,246.25
0962-CQPWQ,20.3,1296.15
3096-YXENJ,107.65,7082.85
1265-BCFEO,80.45,5662.25
5837-LXSDN,58.85,1215.45
5945-AZYHT,109.6,7854.15
8325-QRPZR,75.15,525.0
6384-VMJHP,73.0,5265.2
2262-SLNVK,70.1,70.1
7730-CLDSV,98.65,7129.45
1135-HIORI,111.45,7266.95
0164-APGRB,114.9,8496.7
6481-ESCNL,100.55,2878.75
1790-NESIO,20.4,261.3
1550-EENBN,104.35,3205.6
5539-TMZLF,69.75,69.75
4323-SADQS,34.5,279.25
4446-BZKHU,105.55,6281.45
5202-IVJNU,30.1,1131.3
5976-JCJRH,70.3,738.2
8198-RKSZG,80.45,1137.05
0137-OCGAB,80.2,80.2
3351-NQLDI,94.35,6341.45
9297-EONCV,91.35,6697.2
7593-JNWRU,44.6,260.8
4588-YBNIB,19.6,19.6
1069-QJOEE,19.9,505.45
3336-JORSO,110.45,3655.45
7799-DSEWS,68.35,1299.8
8766-PAFNE,79.1,5564.85
5315-CKEQK,51.0,1381.8
3130-ICDUP,80.55,188.1
0820-FNRNX,66.7,1077.05
0880-FVFWF,86.4,4922.4
4611-ANLQC,50.05,2911.5
4213-HKBJO,25.7,826.1
2792-LSHWX,83.4,83.4
5028-GZLDO,70.7,140.7
0014-BMAQU,84.65,5377.8
6861-XWTWQ,99.25,665.45
9018-PCIOK,64.75,3617.1
4837-QUSFT,100.15,6643.5
6877-TJMBR,84.8,84.8
9953-ZMKSM,25.25,1559.3
0907-HQNTS,113.0,7987.6
7665-NKLAV,40.65,1547.35
6769-DCQLI,105.0,5426.85
2433-KMEAS,54.45,1127.35
4391-LNRXK,94.95,2142.8
8250-ZNGGW,59.9,287.85
2195-ZRVAX,85.3,4045.65
3550-SAHFP,83.35,2757.85
2011-TRQYE,33.5,600.0
8562-GHPPI,19.8,19.8
5893-PYOLZ,81.8,4534.45
4986-MXSFP,20.0,40.9
6131-FOYAS,59.6,2094.9
3027-YNWZU,25.0,1584.8
5609-IMCGG,84.35,1302.65
4873-ILOLJ,90.35,2238.5
4727-MCYZG,55.55,55.55
9481-WHGWY,75.35,5437.75
2725-KXXWT,90.75,90.75
9565-DJPIB,89.6,365.65
4328-VUFWD,59.3,2209.15
3301-LSLWQ,66.1,1912.15
7473-ZBDSN,18.8,255.55
3166-PNEOF,86.45,5175.3
5639-NTUPK,52.1,670.65
8780-YRMTT,47.4,3177.25
8348-HFYIV,49.25,90.35
5140-FOMCQ,109.15,6557.75
6242-SGYTS,94.95,5791.85
8166-ORCHU,93.55,3055.5
8414-OOEEL,79.5,5196.1
8454-AATJP,115.05,8405.0
6849-WLEYG,19.75,19.75
4659-NZRUF,95.15,1789.25
4531-AUZNK,95.15,5000.05
4191-XOVOM,105.4,6713.2
2150-OEGBV,20.1,562.6
8429-XIBUM,101.35,2317.1
1855-CFULU,20.05,91.45
4878-BUNFV,20.7,828.85
1872-EBWSC,20.35,617.35
2608-BHKFN,70.05,266.9
7026-YMSBE,19.7,625.05
7341-LXCAF,74.65,301.4
6997-UVGOX,85.45,6029.9
9674-EHPPG,40.4,1842.7
9462-MJUAW,50.4,206.6
8128-YVJRG,79.65,604.7
5440-VHLUL,105.2,7386.05
5781-BKHOP,100.65,7334.05
4283-FUTGF,79.85,1471.75
5213-TWWJU,91.0,2626.15
1569-TTNYJ,78.75,412.1
8628-MFKAX,116.75,8277.05
2397-BRLOM,80.45,583.45
7629-WIXZF,59.1,369.25
5445-GLVOT,49.8,1049.05
3976-HXHCE,19.3,1414.8
2466-NEJOJ,19.65,169.75
0254-KCJGT,81.4,4354.45
5472-CVMDX,38.9,2719.2
6461-SZMCV,87.95,6365.35
8150-QUDFX,19.85,51.6
9508-ILZDG,96.35,3190.25
2346-DJQTB,24.15,812.5
1697-LYYYX,19.1,1143.8
1942-OQFRW,44.0,44.0
4749-VFKVB,50.1,50.1
9640-ZSLDC,60.6,3297.0
4231-LZUYM,25.65,1887.0
7598-UAASY,76.4,151.8
7938-OUHIO,98.7,293.65
8510-AWCXC,100.8,1308.1
6128-AQBMT,53.95,2215.4
3594-BDSOA,20.4,482.8
0431-APWVY,90.1,2598.95
5133-VRSAB,29.35,216.45
5996-DAOQL,20.45,20.45
6838-YAUVY,95.1,5064.85
0484-JPBRU,25.25,996.45
7883-ROJOC,44.9,839.65
0244-LGNFY,92.65,6733.0
7274-CGTOD,43.7,2618.3
4295-YURET,72.6,4084.35
3426-NIYYL,51.55,765.5
8225-BTJAU,79.25,793.55
4635-EJYPD,18.95,613.95
1866-ZSLJM,20.5,402.85
4636-TVXVG,19.95,1244.8
4236-UJPWO,24.5,46.4
9392-XBGTD,20.6,581.85
3387-VATUS,94.85,462.8
6402-SSEJG,61.05,1540.2
1143-NMNQJ,85.7,169.8
1169-SAOCL,106.65,5168.1
1110-KYLGQ,108.25,6780.1
9929-PLVPA,20.4,94.5
3518-PZXZQ,55.3,55.3
2371-JUNGC,20.25,208.0
7693-QPEFS,72.95,3829.75
0924-BJCRC,89.45,5294.6
5074-FBGHB,104.65,6889.8
2351-BKRZW,75.2,3254.35
4455-BFSPD,101.15,6383.9
0415-MOSGF,44.4,44.4
1724-BQUHA,89.5,477.7
3948-KXDUF,68.75,4447.55
2323-ARSVR,111.05,7321.05
0815-MFZGM,99.0,4135.0
4826-XTSOH,86.05,86.05
5480-XTFFL,21.0,697.7
8295-FHIVV,19.4,168.65
2495-INZWQ,44.55,174.3
9086-YJYXS,77.2,2753.8
1179-INLAT,19.45,69.25
7909-FIOIY,24.85,434.8
4139-SUGLD,35.4,1077.5
6857-VWJDT,95.65,95.65
6351-SCJKT,41.35,107.25
5468-BPMMO,19.6,851.2
5624-BQSSA,20.95,20.95
0197-PNKNK,84.45,5848.6
2439-QKJUL,20.25,109.8
1194-SPVSP,19.65,19.65
9534-NSXEM,20.65,595.5
2408-WITXK,34.7,329.8
8929-KSWIH,99.3,2513.5
2250-IVBWA,81.05,5135.35
1810-MVMAI,67.6,2000.2
9506-UXUSK,70.15,931.75
1229-RCALF,115.0,7396.15
3572-UOLYZ,84.8,3958.85
1429-UYJSV,19.7,260.9
5577-OTWWW,19.75,297.3
6100-QQHEB,92.55,1515.1
6366-XIVKZ,63.15,816.8
3470-OBUET,74.0,4868.4
2770-NSVDG,29.1,688.0
9375-MHRRS,50.05,288.35
2634-HCZGT,60.05,3229.65
7503-QQRVF,74.3,1178.25
4860-YZGZM,20.0,185.4
6599-GZWCM,74.65,966.25
2691-NZETQ,85.35,758.6
4404-HIBDJ,74.3,1863.8
5533-NHFRF,44.4,265.8
7037-MTYVW,85.4,3297.0
4760-THGOT,94.1,4107.3
7295-JOMMD,98.1,396.3
4016-BJKTZ,108.9,2809.05
6584-VQMYT,56.2,1567.55
9838-BFCQT,26.1,1851.45
2790-XUYMV,85.45,6028.95
0581-MDMPW,88.95,2072.75
5013-SBUIH,109.65,5551.15
1023-BQXZE,74.35,4317.35
9163-GHAYE,48.85,736.8
3904-UKFRE,80.1,336.15
5353-WILCI,56.05,1522.65
0709-TVGUR,74.55,622.9
0058-EVZWM,89.8,4959.6
6023-YEBUP,100.95,329.95
7209-JCUDS,94.9,1048.85
7009-PCARS,19.1,1001.5
0519-DRGTI,20.35,442.6
1017-FBQMM,106.05,6703.5
3001-CBHLQ,104.9,3351.55
1985-MBRYP,19.65,779.25
6158-DWPZT,24.1,259.8
9372-TXXPS,59.85,3483.45
3259-QMXUN,86.1,4890.5
1015-JPFYW,19.45,136.75
6645-MXQJT,97.1,184.15
4360-QRAVE,36.65,1315.0
8433-WPJTV,103.9,6767.1
5804-JMYIO,19.75,757.95
3763-GCZHZ,104.05,6890.0
6484-LATFU,24.55,1657.4
7599-NTMDP,48.7,3008.55
0772-GYEQQ,88.35,262.05
0536-ACXIP,109.55,8165.1
0936-NQLJU,20.65,875.55
4831-EOBFE,94.65,2649.15
1575-KRZZE,55.2,220.65
3251-YMVWZ,24.05,1301.9
4102-OQUPX,74.4,74.4
9170-GYZJC,79.9,3326.2
4884-LEVMQ,20.45,790.0
8857-CUPFQ,19.25,1237.65
7610-TVOPG,26.35,378.6
3638-DIMPH,43.8,592.65
1845-ZLLIG,50.15,50.15
8559-WNQZS,20.45,20.45
3999-QGRJH,69.7,560.85
1699-UOTXU,61.4,3638.25
2454-RPBRZ,98.1,1060.2
0635-WKOLD,70.75,2921.75
5993-JSUWV,61.15,4017.45
4518-FZBSX,20.25,854.9
5387-ASZNZ,63.85,4174.35
6988-CJEYV,98.7,4920.55
2002-MZHWP,20.5,20.5
3097-FQTVJ,20.0,810.3
5465-BUBFA,19.3,772.4
7299-GNVPL,84.4,1936.85
9743-DQKQW,25.1,79.8
1215-VFYVK,48.25,202.25
9371-BITHB,19.85,1070.5
2265-CYWIV,99.6,347.65
9093-FPDLG,94.2,999.9
0541-FITGH,62.15,113.1
6985-HAYWX,79.3,2015.8
7508-KBIMB,56.25,1454.25
6838-HVLXG,20.3,246.7
2277-DJJDL,99.0,6017.9
1897-OKVMW,90.6,5817.45
5485-ITNPC,85.9,5595.3
0233-FTHAV,79.2,4765.0
4644-PIZRT,70.35,1201.65
8922-NPKBJ,19.35,867.3
2740-TVLFN,50.15,50.15
7771-CFQRQ,63.8,3007.25
9512-PHSMG,20.55,252.75
6963-EZQEE,88.55,6306.5
2452-KDRRH,101.4,6841.05
2004-OCQXK,81.95,81.95
5027-QPKTE,69.35,451.1
4146-SVFUD,44.6,44.6
1564-HJUVY,63.75,226.2
3617-XLSGQ,109.25,7082.5
7517-LDMPS,84.6,1017.35
7244-KXYZN,20.45,527.35
5226-NOZFC,85.75,2146.5
2672-HUYVI,91.1,455.3
1400-WIVLL,107.95,5969.85
7508-MYBOG,86.1,1235.55
8148-NLEGT,22.95,1014.25
0148-DCDOS,94.7,2362.1
8347-GDTMP,19.45,1225.65
9992-RRAMN,85.1,1873.7
6746-WAUWT,19.7,386.5
0310-MVLET,99.15,6010.05
0428-IKYCP,87.0,1850.65
4550-VBOFE,102.95,7101.5
2187-PKZAY,79.95,1043.4
4003-OCTMP,64.0,1910.75
6652-YFFJO,64.9,716.1
7225-IILWY,25.75,1686.15
5248-RPYWW,90.15,6716.45
7923-IYJWY,116.1,7839.85
3170-GWYKC,104.95,6236.75
5696-QURRL,45.05,45.05
7409-KIUTL,71.0,71.0
9830-ECLEN,50.0,2919.85
1732-VHUBQ,70.55,3309.25
0495-RVCBF,79.7,79.7
2668-TZSPS,20.45,20.45
7854-EDSSA,59.0,1254.7
8869-TORSS,60.35,2896.4
7446-SFAOA,19.85,717.5
9522-ZSINC,19.95,253.8
8234-GSZYK,26.45,1110.05
6505-OZNPG,63.4,348.8
6164-HAQTX,53.95,3888.65
0679-IDSTG,69.25,69.25
7765-LWVVH,95.1,6843.15
1658-TJVOA,74.1,450.9
0953-LGOVU,35.5,432.25
2115-BFTIW,70.95,1767.35
4692-NNQRU,79.2,1742.45
7742-MYPGI,48.8,297.35
0611-DFXKO,89.0,1820.45
7780-OTDSO,99.4,1742.95
9619-GSATL,55.45,2444.25
5622-UEJFI,25.4,949.8
9747-DDZOS,73.5,73.5
0674-DGMAQ,93.5,2970.8
6203-HBZPA,63.9,3334.95
0484-FFVBJ,64.85,2010.95
0301-FIDRB,63.8,4684.3
4139-JPIAM,44.45,2181.55
2181-TIDSV,19.95,1303.25
2761-XECQW,43.35,371.4
1936-CZAKF,49.65,2409.9
9453-PATOS,85.1,6155.4
0564-JJHGS,95.5,829.1
3348-CFRNX,92.35,2602.9
4402-FTBXC,89.8,4667.0
1428-GTBJJ,74.55,824.75
2931-XIQBR,103.05,5153.5
0106-UGRDO,116.0,8182.85
5542-TBBWB,69.9,69.9
1930-QPBVZ,95.1,6683.4
2606-PKWJB,40.25,1564.05
5322-ZSMZY,25.75,755.6
8059-UDZFY,105.35,3465.05
7740-BTPUX,113.6,6292.7
5220-AGAAX,24.0,1664.3
0208-BPQEJ,19.4,198.1
9435-JMLSX,86.1,6045.9
3352-ALMCK,102.65,4108.15
5312-IRCFR,92.85,5980.75
5294-IMHHT,97.75,5043.2
8802-UNOJF,83.8,1029.75
6313-GIDIT,54.45,2854.55
6176-YJWAS,97.95,7114.25
5310-NOOVA,19.95,907.05
4526-EXKKN,24.6,973.95
5311-IHLEI,50.95,605.75
3987-KQDDU,75.6,661.55
3404-JNXAX,80.75,4116.9
5131-PONJI,90.4,4494.65
2845-AFFTX,99.8,4259.3
3489-VSFRD,60.25,3282.75
3345-JHUEO,20.2,55.7
5815-HGGHV,64.15,1274.45
5260-UMPWX,20.25,493.95
2249-YPRNG,105.85,2239.65
7410-YTJIK,75.45,480.75
4626-GYCZP,93.85,635.6
5649-RXQTV,99.0,5038.15
2674-MIAHT,80.3,324.2
2576-HXMPA,19.55,19.55
7587-AOVVU,100.75,2793.55
5590-BYNII,100.75,2095.0
6898-MDLZW,53.75,648.65
3237-AJGEH,31.0,95.05
4707-YNOQA,25.6,917.15
9357-UJRUN,58.35,1346.9
1591-NFNLQ,80.0,4242.35
8648-PFRMP,46.35,672.7
7663-CUXZB,113.75,6561.25
0258-NOKBL,90.4,268.45
1163-VIPRI,109.3,7337.55
2815-CPTUL,70.25,331.9
9348-ROUAI,90.3,5194.05
9443-JUBUO,65.25,4478.85
0596-BQCEQ,100.15,6283.3
1481-ZUWZA,94.5,2659.4
3043-TYBNO,60.65,196.9
4830-FAXFM,24.1,439.2
5906-BFOZT,19.5,19.5
2960-NKRSO,85.95,2107.15
8996-ZROXE,53.5,3035.8
5598-IKHQQ,25.45,1866.45
0397-ZXWQF,20.5,1430.95
5266-PFRQK,20.85,1071.6
4674-HGNUA,89.9,6457.15
6765-MBQNU,26.0,684.05
9786-IJYDL,113.2,3914.05
1303-SRDOK,69.05,3842.6
3769-MHZNV,20.1,670.35
6295-OSINB,109.65,7880.25
3308-MHOOC,19.2,19.2
2309-OSFEU,33.9,298.45
2207-QPJED,90.0,3371.75
4177-JPDFU,34.0,442.45
2239-CFOUJ,20.4,20.4
8046-DNVTL,38.6,2345.55
2209-XADXF,25.25,25.25
6620-JDYNW,60.6,1156.35
1891-FZYSA,89.95,6143.15
4770-UEZOX,74.75,144.8
1038-RQOST,20.6,414.95
7613-LLQFO,84.45,1059.55
4568-TTZRT,20.4,181.8
9513-DXHDA,81.7,2212.55
2640-PMGFL,79.5,2180.55
3801-HMYNL,89.15,89.15
0516-QREYC,20.3,459.95
9685-WKZGT,74.95,1036.75
6022-UGGSO,74.4,2276.95
8084-OIVBS,20.0,211.95
8896-BQTTI,25.0,25.0
3865-QBWSJ,80.45,3162.65
3352-RICWQ,19.75,210.65
2160-GPFXD,65.65,3566.7
2065-MMKGR,71.0,2080.1
5857-TYBCJ,89.2,4040.2
1498-NHTLT,86.75,5186.0
4484-CGXFK,55.3,196.15
1402-PTHGN,61.5,1087.45
4176-RELJR,25.1,1672.15
6214-EDAKZ,55.15,1206.05
5199-FPUSP,34.05,1113.95
6377-KSLXC,19.95,107.05
1796-JANOW,19.95,38.15
0238-WHBIQ,89.7,6339.3
8735-NBLWT,20.4,184.1
6651-RLGGM,26.3,1688.9
6127-ISGTU,84.95,1378.25
1614-JBEBI,20.7,137.6
8740-XLHDR,43.25,219.0
1208-DNHLN,48.35,1067.15
1761-AEZZR,79.55,79.55
3923-CSIHK,71.05,3444.85
5696-EXCYS,19.45,369.05
5795-KTGUD,110.8,7553.6
7120-RFMVS,84.5,84.5
7924-GJZFI,69.3,1813.1
4702-HDRKD,49.35,3321.35
8512-WIWYV,20.35,707.5
5897-ZYEKH,105.6,7112.15
5456-ITGIC,64.45,4641.1
7317-GGVPB,108.6,7690.9
1406-PUQVY,49.9,49.9
1322-AGOQM,30.3,1380.1
3677-IYRBF,30.4,78.65
5692-FPTAH,45.4,45.4
9114-AAFQH,65.65,3094.65
8715-KKTFG,103.3,6518.35
1550-LOAHA,84.15,2585.95
1728-BQDMA,44.45,82.7
0268-QKIWO,19.75,58.85
0876-WDUUZ,85.4,425.9
5117-ZSMHQ,89.9,6342.7
5151-HQRDG,55.05,2030.75
0960-HUWBM,104.1,6700.05
6465-GSRCL,106.6,7244.7
0617-FHSGK,75.2,3678.3
0263-FJTQO,70.5,3486.65
7319-ZNRTR,19.6,411.15
2858-MOFSQ,55.85,937.5
7503-EPSZW,24.05,1559.15
7089-XXAYG,38.1,970.4
8118-LSUEL,106.4,2483.5
8070-AAWZP,34.25,828.2
1666-JXLKU,100.05,3810.55
7855-DIWPO,68.65,1493.2
5133-POWUA,45.8,45.8
5652-MSDEY,75.75,777.3
7005-CCBKV,84.4,556.35
1810-BOHSY,96.4,4911.05
1784-BXEFA,20.55,187.35
7351-MHQVU,50.95,307.6
9224-VTYID,90.5,4318.35
9500-IWPXQ,79.4,4820.55
5762-TJXGK,58.75,3038.55
4504-YOULA,59.45,2136.9
5569-IDSEY,105.7,7472.15
4250-FDVOU,56.25,389.1
7284-ZZLOH,53.3,2296.25
5277-ZLOOR,85.55,187.45
2141-RRYGO,68.65,261.25
1777-JYQPJ,24.3,38.45
6376-GAHQE,77.85,299.2
3401-URHDA,59.9,3043.6
1599-EAHXY,23.95,1506.4
8631-XVRZL,20.15,163.7
5052-PNLOS,105.35,323.25
3853-LYGAM,95.65,1640.0
6979-ZNSFF,87.05,762.1
5751-USDBL,81.0,3846.35
5680-LQOGP,82.45,5646.6
2386-LAHRK,53.5,53.5
8189-DUKMV,20.5,79.05
6032-IGALN,25.1,25.1
9931-DCEZH,54.4,1516.6
1898-JSNDC,58.6,2224.5
0315-LVCRK,84.8,888.75
3911-RSNHI,61.4,4310.35
2410-CIYFZ,20.4,42.9
4248-HCETZ,79.65,2365.15
5505-OVWQW,20.15,353.65
7271-AJDTL,94.45,5073.1
1867-TJHTS,79.8,4526.85
0516-WJVXC,54.2,308.25
9174-FKWZE,19.45,19.45
6860-YRJZP,74.05,678.45
4429-WYGFR,49.15,1237.3
2817-LVCPP,19.4,1023.95
5038-ETMLM,113.65,8182.75
5056-FIMPT,106.0,4532.3
4521-WFJAI,25.95,1444.05
6569-KTMDU,19.1,19.1
8809-RIHDD,103.4,7372.65
8809-XKHMD,100.55,7325.1
0396-YCHWO,95.4,3474.2
0867-LDTTC,75.15,392.65
4822-NGOCH,84.45,1058.6
9391-DXGGG,89.15,3990.75
9844-FELAJ,107.9,7475.85
2122-SZZZD,19.5,835.5
5307-DZCVC,85.95,2628.6
3148-AOIQT,24.95,1718.35
8679-JOEVF,59.4,1023.9
8395-ETZKQ,19.5,1193.55
6692-YQHXC,69.95,1205.5
3889-VWBID,82.85,5776.45
5222-JCXZT,19.0,78.9
9754-CLVZW,38.85,1025.15
1432-FPAXX,30.6,856.35
2739-CCZMB,20.35,122.0
7080-TNUWP,95.0,6602.9
0496-AHOOK,74.4,1712.9
8336-TAVKX,78.45,5682.25
2468-SJFLM,74.3,74.3
3181-VTHOE,51.05,3635.15
7168-HDQHG,19.2,702.9
4803-AXVYP,99.55,3734.25
3884-HCSWG,70.0,1144.5
4567-AKPIA,109.1,4454.25
5077-DXTCG,45.3,45.3
1142-WACZW,29.85,75.6
7901-HXJVA,76.45,1117.55
5649-ANRML,95.1,180.25
4892-VLANZ,19.8,19.8
5924-IFQTT,72.8,930.05
7968-QUXNS,18.95,110.15
2919-HBCJO,76.65,333.6
4236-XPXAV,99.15,465.05
8903-WMRNW,101.75,1669.4
2452-SNHFZ,75.45,3545.1
3629-WEAAM,64.1,504.05
6029-CSMJE,25.65,440.2
7993-NQLJE,75.1,1151.55
9909-DFRJA,95.85,2475.35
9099-FTUHS,54.4,1249.25
0581-BXBUB,72.75,317.75
4962-CHQPW,19.85,535.05
9467-ROOLM,19.05,461.3
3030-YZADT,44.95,431.0
7410-KTVFV,49.55,878.35
5150-ITWWB,94.85,335.75
2253-KPMNB,46.25,3121.4
1345-ZUKID,19.35,324.8
6429-SHBCB,69.6,1394.55
9281-OFDMF,90.7,3413.25
2603-HVKCG,101.4,3143.65
1834-WULEG,20.25,439.75
9097-ZUBYC,48.8,664.4
